;ID;Kategoria;Lokalizacja;Cena;Cena za m2;Typ budynku;Materiał;Liczba pokoi;Piętro;Liczba pięter w budynku;Rok budowy;Powierzchnia całkowita;Informacje dodatkowe;Numer oferty;Kredyt;descr;Okolica;Forma własności;Powierzchnia piwnicy;Kuchnia;Dostępne od;Czynsz;Mieszkanie;Powierzchnia działki;Powierzchnia mieszkalna;Kształt działki
21;151356492;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  Warszawa gmina:  Mokotów miejscowość:  Warszawa dzielnica:  Mokotów ulica:  Mangalia;812 000 zł;14 000 zł/m2;inny;inny;3;6;7;2019;58 m2;;HH-MS-794959;Sprawdź ratę!;*** Biuro Nieruchomości Hampton Home ***   ma przyjemność zaprezentować  trzypokojowe świeżo wykończone mieszkanie w inwestycji Mangalia Mokotów. Kuchnia będzie montowana na początku lutego.  Apartamentowiec znajduje się w dzielnicy Mokotów na Stegnach, w odległości około 6km od centrum Warszawy. Oddany do użytku w 2019.   Wysoki standard wykończenia budynku, nowoczesna architektura. Budynek posiada całodobową ochronę, w okolicy liczne sklepy, przedszkola i szkoły min. British School. W niewielkiej odległości znajduje się centrum handlowe Sadyba Best Mall. 15 metrów do Żabki i piekarni. 50 metrów do Biedronki i dwóch siłowni. Budynek blisko zlokalizowany ulicy Sobieskiego, do przystanku 50 metrów.   Mieszkanie ma 58 m2 powierzchni i składa się z: -Salonu z półotwartą kuchnią o łącznym metrażu 23,79 m2 -Sypialni o powierzchni 10,93 m2 -Drugiej sypialni o powierzchni 10,16 m2 -Łazienki o powierzchni 4,19m2 -WC o powierzchni 1,37m2 (może być zamienione na garderobę) -Korytarza o powierzchni 7,59 m2  Z salonu jest wyjście na loggię o powierzchni 5,82m2. Mieszkanie jest dwustronne: południowo-wschodnie i północno-zachodnie.  Wysokość pomieszczeń 2,7m  Do mieszkania przynależy też miejsce postojowe w garażu podziemnym, dodatkowo płatne 38 000 zł.  *** Serdecznie zapraszam do obejrzenia nieruchomości w dogodnym dla Państwa terminie ***.  Numer oferty: HH-MS-794959Osoba odpowiedzialna zawodowo: Joanna Chodecka;;;;;;;;;;
22;151351357;Mieszkania na sprzedaż;województwo:  mazowieckie gmina:  Warszawa miejscowość:  Warszawa dzielnica:  Praga Południe ulica:  Łotewska;859 000 zł;9 935,23 zł/m2;kamienica;cegła;3;2;2;1936;86,46 m2;;LL/52064/2019/346437;Sprawdź ratę!;Przestronne i słoneczne 3 pokoje 86m2 z widną kuchnią w kamienicy. Saska kępa 10 min od centrum.   NIERUCHOMOŚĆ: Przestronne i słoneczne 3 pokoje 86m2 z widną kuchnią w kamienicy. Saska kępa 10 min od centrum.  Mieszkanie jest idealne dla młodej rodziny lub pod inwestycję.  Dojazd do centrum w godzinach porannych zajmuje około 10 min od wyjścia z domu.  Łączna powierzchnia – 86,46m2  Piętro – 2 z 2  Stan mieszkania – do generalnego remontu  Wysokość – 2,91m  Głośność – cicho  Stan prawny – własność z księgą wieczystą - można kupować na kredyt - brak obciązeń  Ekspozycja – wschód zachód  Czynsz – bezczynszowe - media, woda, śmieci, we własnym zakresie - naprawy i koszty konserwacji częsci wspólnych są dzielone po 1/3 na każdego z właściceli  Technologia – cegła  Grunt - własność  Rok budowy - 1937 - budynek nie jest objęty opieką konserwatora zabytków (tylko zewnętrzne zmiany jak, np kolor elewacji należy konsultować z konserwatorem) - nie jest na liście roszczeń  Winda – brak  Gaz – tak  Miejsce postojowe – nie  Balkon – tak  Mieszkanie składa się z:  - Przestronnego salonu z balkonem (23,5m2)  - Widnej kuchni (12,6m2)  - Sypialni z wyjściem na balkon (18,4m2)  - Mniejszej sypialni (17,9m2)  - Łazienki z wanną, WC, pralką i umywalką (5,75m2)  - Przedpokoju (9m2)  - Piwnicy  Budynek ma doprowadzone zasilanie 3 fazowe.     W budynku zostały wykonane następujące prace:  - 15 lat temu – remont dachu nałożenie nowej papy, ocieplenie drugiego piętra  - około 5 lat temu – wymiana okien na klatce schodowej  - miesiąc temu – wymiana tylnej części ogrodzenia z bramą wjazdową      OTOCZENIE: Mieszkanie znajduje się w najstarszej części Saskiej Kępy.  Dojazd do centrum zajmuje 10 min komunikacją miejską.  5 min spacerem od nieruchomości, na ulicy Francuskiej znajduje się bogato rozwinięta infrastruktura handlowo usługowa z licznymi kawiarniami i restauracjami.  W pobliskiej odległości Park Skaryszewski 5 min spacerem od mieszkania oraz plaża miejska z terenami zielonymi nad Wisłą.   BUDYNEK: Budynek z 1936 roku, składa się z trzech mieszkań, po jednym mieszkaniu na piętrze.    Copyright © by Lloyd Properties sp. z o.o., 2015 Wszelkie prawa zastrzeżone. Kopiowanie, rozpowszechnianie oraz korzystanie z niniejszych materiałów w jakikolwiek inny sposób wykraczający poza dozwolony użytek określony przepisami ustawy z 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych (Dz. U. 1994, nr 24 poz. 83 z późn. zm.) bez pisemnej zgody Lloyd Properties jest zabronione i może stanowić podstawę odpowiedzialności cywilnej oraz karnej. Ponadto niniejsze materiały stanowią tajemnicę przedsiębiorstwa Lloyd Properties sp. z o.o. w rozumieniu ustawy z dnia 16 kwietnia 1993 r. o zwalczaniu nieuczciwej konkurencji (Dz. U. z 2003 r., Nr 153, poz. 1503 z późn. zm.). Niniejsze ogłoszenie nie stanowi oferty w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny.  Zapraszam do kontaktu  Bartosz Paszek   tel: 533pokaż telefon   e-mail: paszek@lskontaktuj się   www.lloydgroup.pl  Numer oferty: LL/52064/2019/346437Osoba odpowiedzialna zawodowo: Bartosz Paszek;niska zabudowa, park, tramwaj, autobus;;;;;;;;;
23;kamienica_grochowska_warszawa-praga_poludnie_560972;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  Warszawa miejscowość:  Warszawa dzielnica:  Praga Południe ulica:  Grochowska 75/77;571 808 zł;8 350 zł/m2;;beton;3;5;;2020;68,48 m2;plac zabaw, winda, telefon, łącze internetowe, telewizja kablowa;54;Sprawdź ratę!;„Kamienica Grochowska” inwestycja realizowana jest przy ulicy Grochowskiej 75/77,  to 92 mieszkania położone w doskonałej lokalizacji Pragi Południe.                 Będzie to 5-cio piętrowy budynek wykończony wysokiej jakości materiałami.  Na parterze, od strony ulicy Grochowskiej, przewidziane są lokale usługowe oraz wielostanowiskowy garaż podziemny na poziomach  0 i -1.                 Znajdziecie Państwo tu mieszkania dwupokojowe  (od 32,74 m2 do 45,31 m2), trzypokojowe (od 42,69 m2 do 66,44 m2)  i czteropokojowe (od 60,03 m2 do 87,61 m2). Wszystkie mieszkania posiadają balkony/tarasy.              Przewidywany termin oddania do użytkowania inwestycji to 30.09.2020 roku. Budowa realizowana jest ze środków własnych, grunt nie obciążony hipoteką.              Inwestycja doskonale jest skomunikowana z Centrum Warszawy, dojechać można zarówno tramwajem ( linia 3,9,24) jak i autobusem ( linia 125, 142, 143, 173, 183, 254, 315, 521, 702, 704, 720, 722 oraz 730).             W okolicy znajduje się  Centrum Handlowe King Cross Praga, Centrum Handlowe Atrium Promenada z kinem Cinema City. Na zakupy można wybrać się również na pobliski bazar Szembeka.                W parku im. Jana Szypowskiego „ Leśnika”  jest plac zabaw dla dzieci, „Dworek Grochowski” Ośrodek Sportowy TKKF oraz ogród jordanowski z boiskami sportowymi. W pobliżu jest szkoła podstawowa nr 163, przedszkole.  Zapraszamy do kontaktu między poniedziałkiem a piątkiem w godz. 8.00-16  Numer oferty: 54;szkoła, park / las, przychodnia / szpital, centrum handlowe, poczta, sklep spożywczy, przedszkole, autobus, plac zabaw, apteka, żłobek;;;;;;;;;
24;150952308;Mieszkania na sprzedaż;województwo:  Mazowieckie powiat:  Warszawa gmina:  Warszawa miejscowość:  Warszawa dzielnica:  Śródmieście ulica:  Solec;1 579 000 zł;14 776,34 zł/m2;apartamentowiec;cegła;4;6;11;2012;106,86 m2;winda, ogrzewanie miejskie;1242/4290/OMS;Sprawdź ratę!;"Gdzie:    Powiśle, Solec, Plac Trzech Krzyży  Odpowiednie dla: Rodziny oraz osób ceniących mieszkać blisko centrum miasta.  Zalety: Przestronny apartament z panoramicznymi oknami,wykończenie wysokiej jakości, gotowy do wprowadzenia się ,w budynku recepcja 24h  W kilku słowach:  Przestronny apartament, duży, przestronny, słoneczny  salon z wyjściem na taras, kuchnia , sypialnia z łazienką i wyjściem na balkon, dwa pokoje sypialniane ,  łazienka, pralnia ,  dwa miejsca postojowe w garażu podziemnym.  Okolica:  Centrum Nauki Kopernik, Bulwary Wiślane , Restauracje, Klub  "" Sen"" , Siłownia.  Komunikacja:  Metro przy Centrum Nauki Kopernik ( 18 minut pieszo), autobus.  Cena mieszkania: 1 579 000 PLN Cena za dwa miejsca garażowe : 120 000 PLN Cena całkowita: 1 699 000 Możliwe jest odliczenie Vat : - 8% od ceny mieszkania                                  Vat: - 23% od ceny garażu Dla Państwa:  Więcej informacji podczas prezentacji.    Zapraszamy na naszą  stronę  www.infinityhouse.pl  Informacje zawarte w opisie nieruchomości nie stanowią oferty w rozumieniu Kodeksu Cywilnego. Dążymy do tego, aby informacje zawarte w opisach oferowanych przez nas nieruchomości były możliwie dokładne, kompletne i aktualne.  Oferta wysłana z programu dla biur nieruchomości - asariWEB  Numer oferty: 1242/4290/OMSNr licencji zawodowej: 5277";;własność;;otwarta;;;;;;
25;151348176;Mieszkania na sprzedaż;województwo:  Mazowieckie powiat:  Warszawa gmina:  Warszawa miejscowość:  Warszawa dzielnica:  Ursus;426 000 zł;7 745,45 zł/m2;inny;wielka płyta;3;7;10;1970;55 m2;winda, balkon, piwnica;82824/3645/OMS;Sprawdź ratę!;Do sprzedaży mieszkanie 3-pokojowe o powierzchni 55 m², zlokalizowane w Ursusie przy ul. Keniga. Dobra lokalizacja. W bliskiej okolicy basen, przedszkole, szkoła, kościół, przychodnia, place zabaw, park, liczne sklepy spożywcze i przemysłowe, stacja SKM/PKP (tuż pod blokiem) oraz przystanki autobusowe. Mieszkanie położone na SIÓDMYM piętrze w 10-pietrowym bloku. Blok z lat 70., solidnie ocieplony. Nowa winda.   Mieszkanie rozkładowe,  słoneczne (okna na wschód i zachód), z pięknym widokiem m.in. na centrum Warszawy. Mieszkanie składa się z 3 pokojów, osobnej kuchni, łazienki, przedpokoju, balkonu i piwnicy.  Wymaga remontu.  Spółdzielcze własnościowe.    Oferty zamieszczone na naszych stronach nie stanowią oferty w rozumieniu Kodeksu Cywilnego . Pośrednik odpowiedzialny zawodowo za wykonywanie umowy pośrednictwa : numer licencji 6694 .  Zapraszamy na naszą stronę internetową : www.redhouse.waw.pl  Oferta wysłana z programu dla biur nieruchomości - asariWEB  Numer oferty: 82824/3645/OMSNr licencji zawodowej: 6694;;spółdzielcze własnościowe;;;;;;;;
26;151352982;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  Warszawa miejscowość:  Warszawa dzielnica:  Praga Północ ulica:  Środkowa;665 000 zł;8 866,67 zł/m2;blok;inny;4;3;6;1990;75 m2;winda, garaż, ogrzewanie miejskie;BRZ-MS-154978-4;Sprawdź ratę!;ul. ŚRODKOWA    Mieszkanie o powierzchni 75 m2, 3-pokojowe, położone na 3. piętrze w 6-piętrowym budynku z 1990 r, zlokalizowanym na Starej Pradze-Północ przy ul. ŚRODKOWEJ.   W budynku  winda.      Blok jest po termomodernizacji elewacji w 2018 roku oraz wymianie centralnego ogrzewania w 2017 roku.     Mieszkanie własnościowe, ma założoną Księgę wieczystą.     Do mieszkania przynależy piwnica ok. 3 m2.    Lokal składa się z następujących pomieszczeń:    - pokój dzienny - ok. 20 m2  - dwa pokoje po ok. 10 m2 i jeden ok. 12 m2  - łazienka i toaleta do własnej aranżacji.     2 zabudowane loggie  wychodzące na stronę wschodnią i zachodnią.     Miejsce postojowe na ogrodzonej posesji .    LOKALIZACJA - 500 m do Centrum Handlowego Wileńska. W najbliższej okolicy liczne sklepy i punkty usługowe a także markety Tesco, Lidl, Kaufland  Dw. Wileński, Szpital Praski, Park Praski.    KOMUNIKACJA - przystanki autobusowe w odległości 5 minut od mieszkania, dobrze skomunikowane z centrum  - przystanek tramwajowy bezpośrednio przed blokiem linia 23  - stacja PKP DW. Wileński - 300 m  - stacji metra DW. Wileński - 400 m  - stacja metra SZWEDZKA -300 m  ::LINK DO STRONY  http://www.brzozowski-nieruchomosci.pl/oferta.aspx?id=5334826  ::KONTAKT DO AGENTA  Henryka Chojecka 605pokaż telefon chojecskontaktuj się  Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)  --------------------------   Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.     Oferta wysłana z systemu Galactica Virgo  Numer oferty: BRZ-MS-154978-4;;Własność;;;;;;;;
27;151356168;Mieszkania na sprzedaż;województwo:  mazowieckie miejscowość:  Warszawa dzielnica:  Wilanów ulica:  Aleksandra Gieysztora;790 000 zł;11 791,04 zł/m2;blok;inny;3;3;3;2015;67 m2;winda, ogrzewanie miejskie, piwnica;65205;Sprawdź ratę!;"KONTAKT  514pokaż telefon       Mieszkanie w &quot;Miasteczko Wilanów&quot; Sprzedaje prywatnie 67m2 3 pokoje, wykończone z AGD od dewelopera z 2015r    &quot;Miasteczko Wilanów&quot; strona wschodnia z widokiem na Pałac Wilanowski widna kuchnia z częścią jadalnianą duży salon z widna kuchnia i częścią jadalnianą w metrażu 33m2 oddzielna pralnia łazienka z oknem drewniane okna 2 sypialnie 3 piętro z 3, winda balkon z zestawem wypoczynkowym Miejsce parkingowe w garażu i komórka lokatorska 4m2 przynalezne do mieszkania w cenie 49 000zł   Cena do negocjacji    Serdecznie zapraszam do kontaktu Michał 514_800 109      JEŚLI SZUKASZ MIESZKANIA OD SPRAWDZONEGO DEWELOPERA NA WOLI,TARCHOMINIE LUB BIAŁOŁĘCE?    ZADZWOŃ    502pokaż telefon    LUB    WEJDŹ W  ZAKŁADKĘ &quot;ZOBACZ WSZYSTKIE NIERUCHOMOŚCI&quot;I SPRAWDŹ NASZA OFERTĘ    PRZY ZAKUPIE MIESZKANIA OSZCZĘDZASZ 5% JEGO WARTOŚCI*****(Klient nie płaci prowizji oraz podatku PCC do Urzędu Skarbowego).        Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.  Numer oferty: 65205";;hipoteczne;;;;;;;;
28;150656565;Mieszkania na sprzedaż;województwo:  Mazowieckie powiat:  Warszawa gmina:  Warszawa miejscowość:  Warszawa dzielnica:  Ursus;535 000 zł;8 492,06 zł/m2;apartamentowiec;cegła;3;2;3;2005;63 m2;ogrzewanie centralne, balkon;271215/3376/OMS;Sprawdź ratę!;OSIEDLE GAWRA - Rozkładowe trzypokojowe, słoneczne mieszkanie o pow 63 m2 usytuowane na 2 piętrze w niskim 3 piętrowym bloku z 2005 r.  Dwie sypialnie po ok 10 m2, salon z widną kuchnią, łazienka i WC oddzielnie, duży balkon - 8 m2.  Mieszkanie bardzo widne, okna od strony zachodniej. Wyposażenie- meble kuchenne  wraz ze sprzętem AGD (piekarnik, zmywarka, płyta grzewcza, pralka), w przedpokoju i sypialni duże szafy wnękowe. Na podłodze jasny parkiet oraz gres. Do mieszkania  przynależy miejsce parkingowe podziemne  w cenie 20 000 zł oraz komórka.  Mieszkanie odnowione, świeżo po malowaniu. Dostępne od zaraz. Osiedle ładnie zagospodarowane, bardzo ciche i kameralne. W sąsiedztwie zabudowa jednorodzinna  Komunikacja - blisko przystanek autobusowy, stacja PKP Niedźwiadek, dojazd do centrum 20 minut W pobliżu sklepy, Galeria Gawra, szkoły, przedszkola.  Pełna własność, niski czynsz 500 zł   Oferta godna polecenia!    Jeżeli nie udało się znaleźć oferty spełniającej kryteria, zapraszamy do kontaktu bezpośredniego z naszymi doradcami.  Nie wszystkie nasze oferty widoczne są w internecie.  Oferta wysłana z programu dla biur nieruchomości - asariWEB  Numer oferty: 271215/3376/OMSNr licencji zawodowej: 7259;;własność;;z oknem;;;;;;
29;150263415;Mieszkania na sprzedaż;województwo:  Mazowieckie powiat:  Warszawa gmina:  Warszawa miejscowość:  Warszawa dzielnica:  Wola ulica:  Elekcyjna;990 000 zł;16 808,15 zł/m2;apartamentowiec;cegła;2;1;3;2011;58,90 m2;winda, ogrzewanie miejskie, balkon;10888/3482/OMS;Sprawdź ratę!;Atrakcyjne dwupokojowe mieszkanie z balkonem. Przestronny salon z aneksem kuchennym, z wyjściem na balkon na stronę wschodnią. W salonie sofa, ława, szafka na telewizor.  Kuchnia wyposażona w sprzęt AGD (lodówka, zmywarka, piekarnik, płyta indukcyjna, okap). Pomiędzy kuchnią, a salonem jest barek. W sypialni przestronna szafka, dwa stoliki nocne, łóżko oraz szafa na szerokość ściany. Łazienka wyposażona jest w prysznic, wc, bidet, umywalkę, pojemną szafę w której znajduje się (pralka, suszarka, kosz na pranie, ręczniki, środki do prania). W przedpokoju przestronna szafa wnękowa oraz szafa z lustrem- miejsce na przechowywanie deski do prasowania, drabiny, odkurzacza. Z korytarza, przez drzwi przesuwane wejście do garderoby. W cenie mieszkania miejsce postojowe w garażu podziemnym o wartości 55 tys.zł.  Budynek na kameralnym osiedlu w samym Parku Józefa Sowińskiego. Doskonała komunikacja miejska – 2 min. pieszo do przystanku autobusowego, 8 min do przystanku tramwajowego.  Niedługo nowa linia metra przy ul. Górczewskiej. Cicha, zielona i spokojna okolica.  Przed blokiem znajdują się ogólnodostępne: plac zabaw, siłownia zewnętrzna, boisko do koszykówki, boisko do piłki nożnej (ogrodzone).    Informacje zawarte w opisie nieruchomości nie stanowią oferty w rozumieniu Kodeksu Cywilnego. Dążymy do tego, aby informacje zawarte w opisach oferowanych przez nas nieruchomości były możliwie dokładne, kompletne i aktualne. Z uwagi jednak na fakt, iż czasami pochodzą one od osób trzecich i część z nich nie zawsze daje się zweryfikować, Ogrodowa Sp. z o.o. nie ponosi odpowiedzialności za ich dokładność, kompletność i aktualność.   Zapraszamy do zapoznania się z ofertami specjalnymi: WWW.OGRODOWA.WAW.PL  Oferta wysłana z programu dla biur nieruchomości - asariWEB  Numer oferty: 10888/3482/OMS;szkoła, przedszkole, park;własność;;otwarta;;;;;;
30;150621458;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  Warszawa gmina:  Praga-Południe miejscowość:  Warszawa ulica:  gen. Tadeusza Bora-Komorowskiego;395 000 zł;9 216,05 zł/m2;inny;inny;2;2;7;2021;42,86 m2;winda, balkon;PH770696;Sprawdź ratę!;"Oferujemy do sprzedaży mieszkanie w nowej inwestycji deweloperskiej na Gocławiu przy ul. Rogalskiego.   Mieszkanie dwupokojowe o powierzchni 42,86 m2 usytuowane na 2 piętrze.  Termin realizacji: I kwartał 2021 r,  Ekspozycja mieszkania: Południowa (okna skierowane na ul. Bora Komorowskiego).  Opis pomieszczeń: salon z aneksem kuchennym (20,43 m2); sypialnia (12,75 m2); łazienka (4,55 m2); korytarz (5,13 m2) oraz balkon (12,84 m2)  Możliwość dokupienia miejsca postojowego.   Rozkład mieszkania idealny dla młodych osób pracujących / uczących się lub pod inwestycję.  Komunikacja: miejskie linie autobusowe, 7 km od centrum Warszawy.    Usługi i rekreacja: sklepy spożywcze, liczne restauracje, cukiernia, kwiaciarnia, apteka, klinika medyczna, siłownia, fitness, crossfit, salon kosmetyczny, fryzjer, w pobliżu centrum handlowe Promenada, Jeziorko Balaton.  Instytucje: kościół, przedszkola, żłobki, szkoła podstawowa, szkoła średnia.  * Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego.  Zadzwoń do nas pod numer 221pokaż telefon i sprawdź najlepsze oferty: - kredytów hipotecznych - kredytów gotówkowych z przeznaczeniem na remont  - pakietów wykończeniowych mieszkań (już od 600 zł/m2) - ubezpieczeń mieszkań oraz OC/AC  Nasi Eksperci czekają na Ciebie.  Numer oferty: PH770696Osoba odpowiedzialna zawodowo: Konrad Jurak";apteka, autobus, przedszkole, żłobek;;;;;;;;;
31;osiedle_na_woli_warszawa-wola_568565;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  warszawski miejscowość:  Warszawa dzielnica:  Wola ulica:  Sowińskiego 49b;;;;;2;3;;2020;41,17 m2;plac zabaw, winda, telefon, ochrona, telewizja kablowa, teren strzeżony;E2/5/3/2;Sprawdź ratę!;Osiedle na Woli powstaje pomiędzy ulicami Sowińskiego i Fort Wola, w jednej z najdynamiczniej rozwijających się dzielnic Warszawy. Dotychczas wybudowano prawie600 mieszkania, które szybko znalazły swoich nabywców. Aktualnie w budowie są kolejne  etapy Inwestycji. W ofercie są mieszkania o zróżnicowanej powierzchni, od 25 do 88 m2. Atrakcyjne lokum znajdzie tu zarówno rodzina z dziećmi, jak i inwestor szukający mieszkania pod wynajem.     W projekcie połączyliśmy trendy skandynawskiego wzornictwa, dzięki czemu otrzymaliśmy ład i przestrzeń.  Budynek „otwiera się” na okolicę poprzez balkony przynależne do mieszkań. Dzięki technologii budowalnej i materiałom wysokiej jakości, będziesz czuł się komfortowo i cieszył niskim kosztami ogrzewania. Wygodne i bezpieczne miejsce do parkowania znajdziesz w garażu podziemnym. Poznaj Wolę Inwestycja położona jest na Woli, w zielonej okolicy, tuż przy Parku im. Powstańców Warszawy. Niewiele dalej znajdują się parki Sowińskiego, Szymańskiego i Moczydło z kompleksem otwartych basenów. Walory dzielnicy doceni każdy, kto lubi spędzać czas na świeżym powietrzu. Działa tu także kilka publicznych szkół i przedszkoli, są przychodnie, apteki, sklepy i restauracje. Osiedle jest idealnym miejscem dla rodzin z dziećmi. Zakupy, zarówno te duże, jak i małe, zrobisz w pobliskim Wola Park. Znajdziesz w nim także kino i salę zabaw dla najmłodszych. Najlepszy Wybór Dojazd do centrum zajmuje zaledwie 15 minut, a dzięki obwodnicy i drodze ekspresowej S8 z łatwością dostaniesz się do innych części Warszawy. Osoby niezmotoryzowane ucieszy duża dostępność komunikacji miejskiej. W pobliżu osiedla planowana jest budowa nowej stacji metra – Księcia Janusza. Niezależnie od tego, jak dużo poruszasz się po mieście, wracając do domu będziesz mógł załatwić wszystko na miejscu. Mieszkanie w tętniącej życiem dzielnicy to nie tylko wygoda, ale także ogromna oszczędność czasu.  Obecnie prowadzimy sprzedaż: •  VII etapu (budynek H) - inwestycja w trakcie realizacji, planowany termin zakończenia IV kw. 2019 r  •  VIII etapu (budynek E1) - inwestycja w trakcie realizacji, planowany termin zakończenia IV kw. 2020 r   Inwestycja jest realizowana przez dewelopera DEVELIA (wcześniej LC Corp).  Numer oferty: E2/5/3/2;szkoła, park / las, tramwaj, centrum handlowe, poczta, sklep spożywczy, przedszkole, autobus, plac zabaw, apteka, żłobek;;;;;;;;;
32;151002760;Mieszkania na sprzedaż;województwo:  Mazowieckie powiat:  Warszawa gmina:  Warszawa miejscowość:  Warszawa ulica:  Bracka;1 190 000 zł;16 527,78 zł/m2;;inny;2;4;0;0;72 m2;;1963/5593/OMS;Sprawdź ratę!;Home One prezentuje apartament o powierzchni 72 m2 w zrewitalizowanej, przedwojennej kamienicy położonej przy samym Placu Trzech Krzyży.  Przestronne, dwupokojowe mieszkanie składa się z przestronnego salonu z wydzieloną częścią jadalną i aneksem kuchennym, komfortowej sypialni oraz łazienki ( wanna i prysznic). W przedpokoju liczne szafy.  Do mieszkania przynależy komórka lokatorska.    Oferta wysłana z programu dla biur nieruchomości - asariWEB  Numer oferty: 1963/5593/OMS;;;;;;;;;;
33;151327882;Mieszkania na sprzedaż;województwo:  Mazowieckie powiat:  Warszawa gmina:  Warszawa miejscowość:  Warszawa dzielnica:  Ursus ulica:  Okolica Adamieckiego;"290 000 zł
                        
 (cena do negocjacji)";9 965,64 zł/m2;blok;;1;4;4;1960;29,10 m2;ogrzewanie miejskie, wanna;8039611;Sprawdź ratę!;Skorosze, w pobliżu Park Czechowicki i Park Achera  Przy bloku plac zabaw dla dzieci, wokół dużo zieleni. Przy bloku ujęcie wody oligoceńskiej.  Stan wykończenia: do zamieszkania. Mieszkanie kompletnie wyremontowane wymieniona instalacja elektryczna, wodno-kanalizacyjna, nowe okna.   Pokój. Kuchnia zabudowana, wyposażona. Łazienka, wanna.  Ciepła woda z elektrycznej termy, spółdzielnia sukcesywnie przyłącza bloki do ciepłej wody miejskiej. Ogrzewanie miejskie. Do mieszkania przynależy piwnica. Mieszkanie bez balkonu. Budynek bez windy. Forma własności: spółdzielcze własnościowe z kw, grunty uregulowane.   ------------------------------ Winda: nie. Stan instalacji: po wymianie. Łazienka: wanna Typ kuchni: z wyposażeniem, w zabudowie Okna: plastikowe Zalety: telefon, internet, antresola, centralne ogrzewanie, recepcja Okolica: bank/bankomat, komenda policji, apteka, przychodnia/szpital, PKP, PKS, lotnisko Forma własności: spółdzielcze własnościowe z KW Poziomy: jednopoziomowe Instalacje: po wymianie SN Nieruchomości, Tel.: 518pokaż telefon, 22 4pokaż telefon, jacek@skontaktuj się Pośrednik: Jacek Świeprawski - licencja nr: 5373 ---Niniejsze ogłoszenie jest informacją handlową i nie może być uznawane za ofertę w rozumieniu art. 66 Kodeksu Cywilnego---  Numer oferty: 8039611Nr licencji zawodowej: 5373;apteka, autobus, bazarek osiedlowy, centrum handlowe, przedszkole, przychodnia, szkoła, żłobek;spółdzielcze własnościowe z KW;;Typ kuchni: z wyposażeniem, w zabudowie;;290 PLN;;;;
34;151155023;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  Warszawa miejscowość:  Warszawa dzielnica:  Ursynów ulica:  Wąwozowa;"659 000 zł
                        
 (cena do negocjacji)";11 981,82 zł/m2;;beton;2;6;8;2000;55 m2;winda, balkon;MS16;Sprawdź ratę!;Jasne, słoneczne i rozkładowe 2 pokojowe mieszkanie o powierzchni 55,28 m2, zlokalizowane na warszawskim Ursynowie przy ulicy Wąwozowej - dostępne od zaraz.  Mieszkanie znajduje się na 6 piętrze w 8 piętrowym budynku z 2000 roku, na klatce dwie windy. Okna mieszkania skierowane w kierunku południowo - wschodnim, co gwarantuje wiele dziennego światła i promieni słońca przez praktycznie cały dzień. Monitoring oraz całodobowa ochrona.   Mieszkanie składa się z: - 2 pokoi o powierzchni około 22 m2 oraz około 13 m2, - osobnej kuchni, - łazienki, - przedpokoju, - balkonu.  Do mieszkania przynależy miejsce postojowe w parkingu podziemnym bardzo blisko klatki, płatne dodatkowo 35 000 pln.  Doskonała lokalizacja: Budynek położony tuz przy metrze Kabaty, co umożliwia szybką komunikacje z dużą częścią warszawy w krótkim czasie. Ponadto liczne linie autobusowe pozwalające na sprawna komunikację z Centrum oraz innymi dzielnicami warszawy.   W najbliższej okolicy liczne sklepy, restauracje, kawiarnie, apteki oraz inne rodzaje usług.  Największym atutem lokalizacji jest bliskość Lasu Kabackiego, od którego dzieli nas zaledwie kilka kroków, z licznymi szlakami pieszo rowerowymi.  Zapraszam do kontaktu i zobaczenia nieruchomości.  Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 §1 Kodeksu Cywilnego.  Numer oferty: MS16Osoba odpowiedzialna zawodowo: Piotr  SzkodaNr licencji zawodowej: brak danych;;własność;;osobna;;;;;;
