id,type,shortcode,comments,ts,likes,is_video,video_views,txt,url
806634764647496225,GraphImage,sxvgtyS3oh,45,2014-09-10 21:46:18,8706,False,0,Train together💪👊 👉 stay together 👍🙏❤️❤️❤️ with @kavoukis #fitness#motivation#training#couple#workout,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e15/10691758_1533568570189986_1243956503_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=Sv_4I0sfqcAAX9bA1-5&oh=02109fecb33471ecdacda18125ca2b3d&oe=5F541468
1733351648003470801,GraphImage,BgOGiPiFbXR,610,2018-03-12 11:47:20,25841,False,0,"Długo czekałaś na ten post ❤️ DWIE ŁYŻKI OLEJU KOKOSOWEGO DZIENNIE - 
SUPER DIETA CZY PRZEPIS NA DYSBIOZĘ JELITOWĄ? 😬😬 W wielu źródłach przeczytasz, że dwie łyżki oleju kokosowego dziennie, to najlepszy przepis na zdrowie i zgubienie zbędnych kilogramów.. Czy na pewno...? Olej kokosowy to w 86% tłuszcze nasycone, m.in kwas tłuszczowy mirystynowy i palmitynowy.. ‼️ Spożywany w nadmiernych ilościach, kwas mirystynowy ma właściwości: - miażdżycotwórcze - prozapalne, - uszkadza śluzówkę jelitową, - wpływa na zubożenie flory bakteryjnej jelit, - może powodować endotoksemię - czyli dostawanie się toksyn z jelit do krwi - może przyczyniać się do rozwoju insulinooporności.. Pijesz KAWE KULOODPORNĄ? 
Przemyśl to‼️ Wg Światowej Organizacji Zdrowia (WHO) dzienne spożycie wszystkich tłuszczów nasyconych nie powinno przekraczać 21,5g (przy diecie 2000-2200kcal), a jedna łyżka oleju kokosowego waży 25g!

Jednym słowem, taką dietę odradzamy! 
Szczególnie koktajle, smoothie, do których dodatkowo dorzucacie olej kokosowy i często chwaloną KAWE KULOODPORNĄ 😱

Nie oznacza to jednak, że należy w ogóle odstawić tłuszcze nasycone.. Kwas mirystynowy jest nam potrzebny w prawidłowych ilościach.. Jest on ważnym związkiem energetycznym, zakotwicza białka w błonach komórkowych, a jego deficyt powoduje dezaktywację witaminy D!

Z olejem kokosowym, jest podobnie z jak pozostałymi tłuszczami zawierającymi powyższe kwasy nasycone (masło, śmietana, żółty ser, smalec, czerwone mięso) możemy go stosować, ale w ograniczeniach! 
Nieprawdą jest to co proponują firmy sprzedające, że wystarczą tylko 2 łyżki oleju kokosowego dziennie dla zdrowia 😳

To będzie 50 g tłuszczów nasyconych pozyskanych tylko z samego oleju kokosowego, a co jeśli tego dnia zjesz jeszcze czerwone mięso i mizerię ze śmietanką 😉

Ważny jest rozsądek i balans, bo każdego dnia musimy w odpowiedniej ilości wprowadzać wszystkie grupy tłuszczowe do organizmu: - nasycone, - jednonienasycone - wielonienasycone ... i koniecznie skupić się na tych ostatnich, najważniejszych dla zdrowia.. Jak to zrobić opiszę w następnym poście... ❤️ Temat przygotowany we współpracy z Martą Mieloszyk - Pawelec @lifestylemed.pl",https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/28752789_193687727898421_8061632590727086080_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=R9XWMX4ZSi4AX-g3SkV&oh=47befe825cd34297753dcc379229bab9&oe=5F534EB8
1857480673616977933,GraphImage,BnHGNTQF-AN,328,2018-08-30 19:09:33,20372,False,0,"@bediet_catering prosto pod Twoje drzwi już od 3.09 🤩🤩🤩 Jeszcze fizycznie nie ruszyliśmy, a zamówienia napływają do naszych skrzynek mailowych w ilościach kosmicznych 🤪 Ekipa robi co w ich mocy, żeby być na bieżąco 😅😅 Słuchaj! TEN SEZON JEST NASZ 💪🏻💪🏻 Czy mogę już powiedzieć, ze BĘDZIESZ ZACHWYCONA, ze jesteśmy NAJ 🤪🤪 czy znów dostanę po nosie, za przechwałki? No dobra.. poczekam aż sama to przyznasz 😎😎 Zamawiaj na https://bedietcatering.pl .. jeśli nie mozesz sobie pozwolić na opcje cateringu BE DIET, skorzystaj z BE DIET ONLINE, którą mozesz zamówić na www.bediet.pl - indywidualnie ułożona dieta, z której skorzystało już ponad MILION POLEK 🤩🤩🤩 osiągając z nami swoj cel 😘 •••••••••••••••••••••••••••••••••••••••••••••••••••••• 📸 by @kitana_photography 💄 by @wikaanna ❤️",https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/37508065_264585997717640_4251908483626041344_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Z5JlL-VXTdoAX_2UaaH&oh=c067f6a31713e27ba537120737841d46&oe=5F53115D
1669641444556803347,GraphImage,Bcrwgw1FA0T,66,2017-12-14 14:06:32,11566,False,0,"Dieta BE DIET.. - 20 kg.. nowe ciało.. nowa praca.. nowe życie.. Zostaw lajka dla Aneczki i sama zabieraj się za swoje marzenia ❤️❤️ Ty tez dasz radę ❤️ Moje programy treningowe na dvd oraz indywidualnie ułożoną diete BE DIET, możesz zamówić na www.sklep.bebio.pl 💋

Jeśli nie masz odtwarzacza dvd, nie ma sprawy - na stronie www.BeActiveTv.pl możesz wykupić dostep online do wszyskrich moich programów.. moich, programów Tomka Choińskiego i program dla kobiet w ciąży 💪🏻💪🏻💦💦 W SUMIE 21 programów treningowych ❤️ Abonament możesz kupić na miesiąc, trzy miesiące ... lub na cały rok 😀Trenujesz z telefonem, laptopem czy tabletem 😍 ""Przede mną jeszcze troche pracy, ale dzięki temu, że zrozumiałam, że te zmiany są na całe życie przestałam się spieszyć. 
Wiem, że powoli dotrę do celu a teraz pomaga mi w tym dieta bebio. Zanim zaczęłam dbać o siebie cierpiałam na okropne problemy z kręgosłupem...pewnego dnia powiedziałam sobie, że nie pozwolę aby ból rządził moim życiem! 
Od tego czasu schudłam ok 20kg, wyzdrowiałam, zdobyłam nowe wykształcenie oraz nowa karierę. 
Jestem trenerka osobista, dzięki czemu mogę pomagać oraz inspirować innych, poznałam cudownych ludzi oraz niesamowitego człowieka, którym jest mój narzeczony, to wszystko dzięki jednemu postanowieniu, ze sie nie poddam. 
Nie wolno się poddawać, zawsze możemy zacząć od nowa."" #transformation #bodytransformation #weightloss #misjachoda #chodagang",https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/25008161_156167058475809_6664657467969896448_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=kD2vAwIaHhEAX_9oIaz&oh=f08d8c40764a43a818e9ef5c6c1bf0d3&oe=5F5465D8
1747819602006961622,GraphVideo,BhBgKrtFu3W,192,2018-04-01 11:53:05,18833,True,252012,Od całej Rodzinki ❤️❤️ #happyEaster,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e15/29403424_1956681544404647_6497031083454889984_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=Bw-tZnjMALMAX9jWvo1&oh=98312f4672d93992626169e98d616b83&oe=5F2C51F4
1802322444163593314,GraphImage,BkDIra_FbRi,662,2018-06-15 16:39:59,45344,False,0,"UCIEKAJ OD TOKSYCZNYCH LUDZI!!! Wielkim szczęściem jest trafić w życiu na dobrego nauczyciela.. mentora.. Cudownie jest znaleźć inspiracje w drugim człowieku.. Rozwijać się przy boku osoby, która podaje Ci rękę i daje przestrzeń.. Masz taką osobę?

Taka osoba powinna Ci powiedzieć, ze SIŁA JEST W TOBIE! 
Ze jesteś SWOIM MISTRZEM!! Jesteś chodzącym potencjałem! 
MUSISZ W TO UWIERZYĆ! 
Wyjątkowym materiałem do pracy.. Tutaj wystarczą dobre narzędzia i konsekwentna praca, żeby osiągnąć SUKCES!! Motywacja nie powinna bazować na poniżaniu, krzyku, zastraszaniu, szantażu! 
Każde działania, wpędzające Cię w poczucie winy, podcinające skrzydła, umniejszające Twojemu poczuciu wartości 
to zwykła manipulacja mająca na celu podrasowanie ego „mistrza” TWOIM KOSZTEM!! Kiedy ktos tłucze Cię werbalnie po głowie, dając temu przykrywkę „hartowania” Cię na przyszłość, to zwykły sadyzm, przynoszący satysfakcję jedynie oprawcy.. UCIEKAJ OD TAKICH OSÓB!

UCIEKAJ OD MAŁYCH, ZAKOMPLEKSIONYCH TYPKÓW, którzy na każdym kroku będą Ci wpajać, ze jesteś od nich gorsza, że nic jeszcze nie wiesz.. a nie daj Boże, bez nich zginiesz.. UCIEKAJ OD LUDZI, którzy sprawiają, ze czujesz się ŹLE!! Takich MISTRZÓW MANIPULACJI prowadzących swoje praktyki mozesz spotkać wszędzie.. Ten chory schemat „upokarzania dla Twojego dobra”, jest spotkany w pracy.. w domu.. wśród znajomych.. w związku.. rodzinie.. UCIEKAJ!! Zerwij te toksyczną więź! 
PRZESTAŃ DOKARMIAĆ PASOŻYTY! 
Nie próbuj zaspokajać cudzych oczekiwań kosztem swojej godności.. nie szukaj satysfakcji w oczach drugiego człowieka kosztem swojego szczęścia i komfortu! 
Nie zgadzaj się na nietaktowne uwagi i prześmiewcze komentarze.. Zacznij słuchać TYCH, którzy mówią Ci, ze jesteś WYSTARCZAJĄCO DOBRA! 
Jeśli nikt Ci tego nie mówi, mów to sobie każdego dnia w lustro!! .. dopóki sama w to uwierzysz! 
Ściskam Cię całym sercem!! ❤️",https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/34286389_253038762131060_2665716927376130048_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=wet3m-a-32sAX-pN_wt&oh=b46370bed3a0809b3a3a601454343d90&oe=5F522435
949837980641229389,GraphImage,0ugJxmS3pN,153,2015-03-27 10:45:32,19002,False,0,"""FIT is the new skinny"" 💪👙🔥 Wybij sobie z głowy wszelkie drakońskie diety i głodówki !! Chcesz osiągnąć wymarzone i trwale efekty? TRENUJ !!! I świadomie wybieraj zdrowe produkty!! Nie obcinaj kalorii, nie rezygnuj z węglowodanów .. nie opuszczaj posiłków !! Nie ograniczaj ilości artykułów spożywczych, ktore spożywasz !!! Badz świadoma swoich wyborów 💥💥💥 Nie masz pomysłu? Spersonalizowaną zdrową diete online BE DIET znajdziesz na www.bebio.pl/shop 🔥🔥🔥🔥🔥 Do wakacji 3 miesiace 💪💪💪 #bebio #beactive #fitnessbody #training #motivation #bikini #agentprovocateur #mokotowska @themissap 💥💥💥",https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e15/11098341_961886780491272_171290955_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=W2ijaQsD2xIAX99kGjP&oh=517e983cc9c2b3b76d1d96d06b63eb1a&oe=5F51B427
687092029264198430,GraphImage,mJCo9sS3se,30,2014-03-29 22:16:14,3045,False,0,With my BBF @beasad ❤️and her most lovable cookie 🐶❤️,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e15/1171961_611719355571916_1325328698_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=HVdOqTEk5WUAX9rC2fY&oh=60eb9305026dd55a00bd2ca8bef82435&oe=5F51F96F
772472340222802709,GraphImage,q4X4Aty3sV,47,2014-07-25 18:31:40,6876,False,0,@skate4u.pl my new Love!! 😜😍,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e15/10554202_1520787988155664_1491093686_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=GI69mHA3ejIAX8yA2qc&oh=6d220f2181cdebef231b4484f4937b82&oe=5F52B729
2346410133868694338,GraphSidecar,CCQH5W-nstC,289,2020-07-05 09:25:06,20341,False,0,"Cześć Kochana.. ZBIERASZ SIŁY NA JUTRO? Odpoczywasz? Czy przebierasz kopytami? 🐎💨
U mnie totalny RESET 💆🏼‍♀️
•
WIECZOREM wrzucam CUDO PLAN TRENINGOWY 🤸🏼‍♀️w oparciu o DARMOWE LAJFY i dla chętnych TRENINGI UZUPEŁNIAJĄCE z www.BeActiveTv.pl 🔥
•
Już jutro widzimy się na treningu na żywo TUTAJ NA INSTA o 18:00 ⏰
•
WRZUCAM PRZYKŁADOWY JADŁOSPIS, ułożony przez moją dietetyk kliniczną 🥇
Powtarzamy (standardowo od lat) miniony tydzień, tak żeby NIC SIĘ NIE ZMARNOWAŁO, z produktów, które kupiłaś ❤️
•
Jeśli chcesz żeby na czas wyzwania zajął się Tobą dietetyk online.. jeśli chcesz zamówić indywidualnie ułożoną dietę wskakuj na 
www.BeDiet.pl ❤️
Tutaj - nie będzie przesadą jeśli powiem - możesz się spodziewać NAJLEPSZYCH EFEKTÓW 🤩🤩🤩
Twój jadłospis powinien być ułożony adekwatnie do CELU JAKI OBRAŁAŚ 🎯
•
LECIMY 🚀🚀🚀
#chodagang #formazyciazchoda #fajterka
#photo by @mrs_kitchen_fairy",https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/106362444_943954726050202_3709602063984543415_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=6iowXuKwgy4AX_4T5AD&oh=2eba869feacba7cd1e2c807634780abc&oe=5F538DBF
2334332823430543519,GraphSidecar,CBlN1XIHLif,503,2020-06-18 17:29:39,20253,False,0,"Od takiej KARUZELI METAMORFOZ, może się zakręcić w głowie.. STUKNIJ PALCEM dwa razy w ekran dla FAJTEREK 2020 ❤️ Zostaw „DOBRA ROBOTA” w komentarzu .... i szykuj „wrotki” ..
O 18:00 na FB odpalamy przedostatniego LAJFA w wyzwaniu NOWA JA 🤩🤩🤩
Od wczoraj tęsknie za Tobą 😅💦💦💦💦
Dziś ZAPRASZAM WSZYSTKICH!
WSZYSTKIE..
młodych ...
i starszych..
i w każdym wieku..
i dzieci 🥳
Damy do pieca 🔥🔥🔥
•

Szykuj się❣️❣️❣️
29.06 RUSZAMY Z WYZWANIEM „FORMA ŻYCIA” ..
To wyzwanie jest dla Ciebie 🎯
Jeśli chcesz na czas trwania wyzwania skorzystać z indywidualnie opracowanej diety, odsyłam Cię na www.BeDiet.pl ✅
Wszystkie programy treningowe znajdziesz na www.BeActiveTv.pl 💦
JEDZIEMY 🐎💨💨💨
#chodagang #misjachoda",https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/103645934_321854032163920_4872241341334770422_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=ZBchqzG8c14AX83aTHx&oh=a80c285a85d1b454cc65afed31711f56&oe=5F51BA9B
1064680656380590875,GraphImage,7GgWqCy3sb,76,2015-09-01 22:37:26,14225,False,0,"Zamiennik słodkości na jutro 💪💪💪 DZIEN 3⃣ - BEZ SŁODYCZY przed nami - taki wrzesień 😁😁 Oznacz osobe, ktora potrzebuje takich zamienników 😜😜 Sałatka z ananasem, daktylami i wiórkami kokosowymi
• 2 plastry świeżego ananasa
• 3 daktyle
• 1 łyżka pokrojonych orzechów nerkowca
• 1 łyżka wiórek kokosowych 
Ananasa kroimy w kostkę, posypujemy pokrojonymi orzechami nerkowca, daktylami i wiórkami kokosowymi. Smacznego! 💋💋💋 @adidaswomen @adidas_pl #backpack #shoes #juice #green #red #wallet #healthy #cocktails 😍😍😍",https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/11326556_901306343252123_1967248193_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=PSCJEZcWlqwAX-lXqvW&oh=a50299a5555ea8faef87150b2a5fe6c4&oe=5F5387AA
